uuid,name,sex,age,age_group,ethnicity,mother_tongue,religion,marital_status,education_level,field_of_study,occupation,occupation_sector,employment_status,city,district,region,residence_type,country,cultural_background,descriere_generala,profil_profesional,hobby_sport,hobby_arta_cultura,hobby_calatorii,hobby_culinar,career_goals_and_ambitions,persona_summary,skills_and_expertise_list,hobbies_and_interests_list,generation_timestamp,census_reference_year
915b03f9-90a6-44fa-ac12-1eb2c757a8e3,Igor Cojocari,Masculin,20,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),IT/Informatică,Student,Educație,student,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
cb44da91-ba70-44fb-88a8-3519c6147951,Maria Curcă,Feminin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Îngrijitor,Servicii,employed,Taraclia,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
b6033408-0852-4618-b815-07f8af5ae30f,Natalia Popa,Feminin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Personal de curățenie,Servicii,employed,Strășeni,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
45ae1c67-ba50-4aad-b21a-965c4747ade8,Maria Popa,Feminin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Meșteșugar,Agricultură,employed,Dubăsari,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
8f1abfbf-75ae-4b04-8e62-8949671a66f9,Irina Popa,Feminin,19,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Student,Educație,student,Cantemir,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
4cf3b450-d19f-4121-9f1b-e7d6476021d1,Maxim Rusu,Masculin,62,55-64,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Învățător,Agricultură,homemaker,Strășeni,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
70f9130a-d5d6-4fd5-bc57-2e48e3a73b96,Galina Sokolov,Feminin,39,35-44,Rus,Rusă,Ortodox,Separat,Superior (Licență/Master),Agricultură,Farmacist,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
aebd2f12-4f0c-4e7e-8c3d-706bc845fbab,Elena Ciorba,Feminin,18,15-24,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Asistent medical,Servicii,student,Drochia,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
78461067-c717-42a1-8de5-5bce441bc2de,Vitalie Rusu,Masculin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Învățător,Servicii,unemployed,Telenești,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
977bac40-5be8-4d9f-a490-5a143d17054e,Adrian Munteanu,Masculin,53,45-54,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Învățător,Servicii,employed,Soroca,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
c2dedf58-aaff-4216-9d23-5985175437a0,Silvia Lungu,Feminin,48,45-54,Moldovean,Română,Ortodox,Divorțat,Doctorat,Agricultură,Programator,Servicii,other_inactive,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
5a8bb063-533a-42e3-ab20-d2714ebf4bdc,Ana Popa,Feminin,27,25-34,Moldovean,Română,Ortodox,Căsătorit,Primar,,Învățător,Servicii,other_inactive,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
28abee82-060b-4442-862c-cf46d84459ee,Elena Melnic,Feminin,79,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Pensionar (fost: profesor),,retired,Călărași,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
8356fa79-9e0c-4457-93bc-5995d25b1270,Viorica Melnic,Feminin,83,65+,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Pensionar (fost: medic),,retired,Nisporeni,Criuleni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
a5b13156-f20e-4b7d-94c4-bc80c9a2f3fe,Ana Popa,Feminin,48,45-54,Moldovean,Română,Ortodox,Căsătorit,Primar,,Ospătar,Servicii,employed,Cantemir,Cantemir,Sud,Urban,Moldova,,,,,,,,,,,,,2024
2ecab794-c473-4e61-bc59-6e0ca22a9377,Alexandru Ciobanu,Masculin,56,55-64,Moldovean,Română,Ortodox,Căsătorit,Doctorat,Educație/Pedagogie,Personal de curățenie,Servicii,other_inactive,Telenești,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
ac19ab73-a540-423f-a991-5b75d1ce4bd5,Svetlana Lungu,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Asistent medical,Agricultură,employed,Telenești,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
641cc3c9-118c-4b8e-9fef-ee6f3d24907e,Vasile Buza,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Asistent medical,Servicii,employed,Drochia,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
b8b84590-2d8f-4ec3-8a07-66fc75340d4c,Svetlana Cazacu,Feminin,76,65+,Moldovean,Română,Penticostal,Divorțat,Gimnazial,,Pensionar (fost: inginer),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
5ceefffb-8419-4279-84c3-23e8fee9c783,Catalin Neagu,Masculin,38,35-44,Român,Română,Ortodox,Căsătorit,Liceal,,Tâmplar,Servicii,employed,Ungheni,Dubăsari,Centru,Urban,Moldova,,,,,,,,,,,,,2024
d3b52ceb-6d42-4588-a3f6-518940db6fad,Vladimir Popa,Masculin,52,45-54,Moldovean,Română,Ortodox,Căsătorit,Primar,,Tâmplar,Servicii,employed,Florești,Florești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
c58c3e5c-758b-4822-99f3-811735fcdaf2,Ion Grosu,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Economie/Finanțe,Student,Educație,student,Rezina,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
d2785b9f-8ab6-4dfd-813d-ac7ac6d6ca12,Ecaterina Ciobanu,Feminin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Tehnician,Servicii,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
6aaf44a1-3a6f-42d3-a1f1-0f42a786edf5,Vasile Popa,Masculin,76,65+,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Pensionar (fost: muncitor),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
df5cab98-3296-43b2-996a-987256bb1841,Gheorghe Rotaru,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Servicii,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
f861a6c3-60ea-4663-a621-ad358aeba24f,Ana Munteanu,Feminin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Științe Sociale,Contabil,Servicii,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
1d2f82af-4d9d-408d-b5f4-0a9d70462bfd,Maria Popa,Feminin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Paznic,Servicii,retired,Bubuieci,Mun. Chișinău,Chisinau,Rural,Moldova,,,,,,,,,,,,,2024
05b7e153-e655-4b8f-849c-e9fb8b062751,Galina Ciobanu,Feminin,32,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Economie/Finanțe,Meșteșugar,Agricultură,homemaker,Glodeni,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
f8a91469-ad2c-4da4-8c8c-66a2f6005903,Maria Matei,Feminin,32,25-34,Român,Română,Martor al lui Iehova,Căsătorit,Superior (Licență/Master),Inginerie,Secretar,Servicii,employed,Strășeni,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
e2b7d97a-70bc-4253-82fd-6cf4f139ef04,Natalia Sandu,Feminin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Secretar,Servicii,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
13a0d570-fc2e-4d5a-99cf-548f5d5301c8,Liudmila Ciobanu,Feminin,51,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Tehnician,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
60b0819e-d527-45f0-bb14-f011755959aa,Vladimir Buza,Masculin,84,65+,Moldovean,Română,Ortodox,Divorțat,Superior (Licență/Master),IT/Informatică,Pensionar (fost: medic),,retired,Edineț,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
e62d9f2d-e1b3-4635-8006-cde35dcee14e,Antonina Cojocaru,Feminin,35,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Coafor,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
32578373-3fc9-4f08-9f02-5d59b929dae3,Maria Rusu,Feminin,81,65+,Moldovean,Română,Ortodox,Căsătorit,Primar,,Pensionar (fost: inginer),,retired,Fălești,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
5fa6fea6-f2e1-4194-af26-0cad046adb28,Raisa Gheorghe,Feminin,20,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Tehnician,Servicii,student,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
17878719-8fc1-448b-8255-dc88b25c3225,Olena Moroz,Feminin,59,55-64,Ucrainean,Ucraineană,Ortodox,Căsătorit,Profesional/Tehnic,,Muncitor necalificat,Servicii,retired,Edineț,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
930b255b-07e1-4e38-855a-4cd72b9c0d37,Vasile Ciobanu,Masculin,58,55-64,Moldovean,Română,Ortodox,Divorțat,Gimnazial,,Secretar,Servicii,employed,Nisporeni,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
8b86a888-f822-4f11-8349-54b7eb4faf95,Andrei Dumitrescu,Masculin,39,35-44,Român,Română,Ortodox,Căsătorit,Liceal,,Vânzător,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
6205817b-326a-4f36-9ffd-59a628605d79,Maria Istrati,Feminin,77,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Paznic,Servicii,retired,Călărași,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
826b3fdd-46b3-4768-b062-fc45d609f86c,Ghenadie Munteanu,Masculin,28,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Învățător,Agricultură,homemaker,Călărași,Călărași,Centru,Rural,Moldova,,,,,,,,,,,,,2024
18b4289b-309e-4c23-88c5-5fc9766ccdc1,Olena Ponomarenko,Feminin,26,25-34,Ucrainean,Ucraineană,Ortodox,Necăsătorit,Superior (Licență/Master),Drept,Preot,Agricultură,employed,Dondușeni,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
9964a4a0-73e4-4eb5-8668-84d4deb98e63,Alexei Lungu,Masculin,50,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Economist,Servicii,employed,Soroca,Drochia,Nord,Urban,Moldova,,,,,,,,,,,,,2024
e8cd7b08-3d3c-4cab-b6f6-7daa095e160a,Andrei Vasiliev,Masculin,47,45-54,Rus,Rusă,Ortodox,Căsătorit,Gimnazial,,Zidar,Servicii,homemaker,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
846b243f-4b1c-43d0-ba16-cecce4ca2061,Svetlana Cojocaru,Feminin,42,35-44,Moldovean,Română,Nedeclarat,Căsătorit,Gimnazial,,Lăcătuș,Servicii,employed,Glodeni,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
9a2d8b55-b388-456e-9421-55a72e7a3263,Ekaterina Morozov,Feminin,77,65+,Rus,Rusă,Ortodox,Căsătorit,Gimnazial,,Lăcătuș,Servicii,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
3490618e-2bcb-47e3-a29f-a90c78dc3342,Ion Rusu,Masculin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),IT/Informatică,Asistent medical,Agricultură,employed,Cantemir,Leova,Sud,Rural,Moldova,,,,,,,,,,,,,2024
99f25e7f-53e5-4c82-9a15-e6f4bf3acd1d,Vasile Curcă,Masculin,42,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Ospătar,Servicii,employed,Călărași,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
348c1dd9-6511-4b2f-858a-5168b7051df1,Maria Rotaru,Feminin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Economie/Finanțe,Student,Educație,student,Leova,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
3b743407-9d58-458a-abc2-641b99cf50d5,Andrei Balan,Masculin,52,45-54,Moldovean,Română,Ortodox,Divorțat,Profesional/Tehnic,,Agricultor,Servicii,homemaker,Soroca,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
cbcb0668-8fa6-4a26-9d40-381d95750b14,Gabriel Gheorghe,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Zidar,Servicii,unemployed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
162eb499-781b-46db-bd4b-a9dc1783539a,Tomasz Wiśniewski,Masculin,79,65+,Altele,Română,Ortodox,Văduv,Gimnazial,,Pensionar (fost: medic),,retired,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
2dd3849d-1cc7-48c3-971e-64ae0f9d1978,Iurie Cazac,Masculin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Doctorat,Științe Sociale,Zidar,Servicii,employed,Strășeni,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
b0fce1fc-4773-4cb9-9d0f-2a8874115fd8,Maxim Sandu,Masculin,82,65+,Moldovean,Română,Ortodox,Văduv,Liceal,,Muncitor necalificat,Servicii,other_inactive,Telenești,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
eea4efbe-2d6b-44bd-9a58-e56c3ff1473c,Cristian Gheorghe,Masculin,37,35-44,Român,Română,Ortodox,Căsătorit,Primar,,Șofer,Servicii,other_inactive,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
b0b1bf8d-d240-41fb-80da-7d2692f8111c,Galina Cebotari,Feminin,84,65+,Moldovean,Română,Ortodox,Văduv,Superior (Licență/Master),Arte/Umanistice,Tehnician,Servicii,retired,Basarabeasca,Leova,Sud,Rural,Moldova,,,,,,,,,,,,,2024
82cbd89d-622b-4efc-8c42-901a973a6e51,Stefan Ciorba,Masculin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Fermier,Agricultură,employed,Leova,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
15748c38-352f-40ba-a582-d334464f615c,Maxim Sirbu,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Croitoreasă,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
836d6100-eca0-4295-9a4d-eca0a62ab5ef,Natalia Sandu,Feminin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Tehnician,Servicii,employed,Nisporeni,Călărași,Centru,Urban,Moldova,,,,,,,,,,,,,2024
6ed7da51-e185-4bbd-affe-8c645b0ee436,Liliana Popa,Feminin,60,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Paznic,Servicii,retired,Telenești,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
6e90320d-cc87-480f-ab58-aee63a13c0c0,Irina Cojocari,Feminin,48,45-54,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Lăcătuș,Servicii,employed,Dubăsari,Telenești,Centru,Rural,Moldova,,,,,,,,,,,,,2024
3795a20d-a1a2-4bd5-b512-87e2e4cf5ca9,Ion Cosovan,Masculin,39,35-44,Moldovean,Română,Ortodox,Divorțat,Superior (Licență/Master),Agricultură,Agricultor,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Rural,Moldova,,,,,,,,,,,,,2024
4d42c240-5b47-4295-a86e-8d267ac53dd0,Ekaterina Petrov,Feminin,58,55-64,Rus,Rusă,Martor al lui Iehova,Căsătorit,Gimnazial,,Învățător,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
ca173d53-e881-4d79-8b2e-36d99bc1109c,Petru Gheorghe,Masculin,30,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Asistent medical,Agricultură,employed,Criuleni,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
182eee7c-08c9-4c7e-9bc1-0c8cf4c35797,Alexandru Munteanu,Masculin,23,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Muncitor necalificat,Servicii,student,Edineț,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
0f445298-4d8d-4b77-893d-26290a91abd2,Silvia Popa,Feminin,59,55-64,Moldovean,Română,Ortodox,Necăsătorit,Primar,,Învățător,Agricultură,employed,Leova,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
1c44b137-6a16-409e-82a7-9f476a6c7334,Ludmila Rusu,Feminin,79,65+,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Pensionar (fost: medic),,retired,Soroca,Drochia,Nord,Urban,Moldova,,,,,,,,,,,,,2024
ee7f990e-23a1-4e58-a046-256da28e4dfa,Ghenadie Gheorghe,Masculin,60,55-64,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Agricultor,Servicii,retired,Călărași,Strășeni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
b8d525fb-0ff8-421b-8bef-34c640636c9f,Pavel Rotaru,Masculin,42,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Științe Sociale,Manager,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
ac7378a1-0998-489f-99ed-ee44b2d2f687,Elena Cebotari,Feminin,38,35-44,Moldovean,Română,Ortodox,Necăsătorit,Primar,,Agricultor,Servicii,employed,Soroca,Ocnița,Nord,Urban,Moldova,,,,,,,,,,,,,2024
710a8eaf-b24e-4b5b-9df4-1420f5e33da0,Tatiana Melnic,Feminin,21,15-24,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Economist,Servicii,student,Soroca,Mun. Bălți,Nord,Urban,Moldova,,,,,,,,,,,,,2024
de983539-ace4-4daf-8ab9-74488c7655b0,Valentina Cojocaru,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Preot,Agricultură,employed,Fălești,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3e0047ee-b05c-47a8-9a5d-634823266475,Victor Cazacu,Masculin,29,25-34,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Învățător,Agricultură,student,Rezina,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
84e4d516-b51c-48d6-b440-d1c79f67955b,Oleg Ciobanu,Masculin,86,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Croitoreasă,Servicii,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
591266df-6dca-4444-9ece-1bf170939a6c,Alexandra Marin,Feminin,39,35-44,Român,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Bucătar,Industrie,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
6905bb5a-0a0a-4a4e-8080-6d728d57b3bf,Ana Buza,Feminin,61,55-64,Moldovean,Română,Ortodox,Divorțat,Primar,,Bucătar,Servicii,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
84fc21aa-1ff1-4238-9a83-ff8d64648c98,Boris Cojocaru,Masculin,82,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Pensionar (fost: contabil),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
856bd467-e294-4471-a4f5-2e9615d7196a,Ana Cojocari,Feminin,74,65+,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Pensionar (fost: medic),,retired,Fălești,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
02516c01-7fc4-447c-b142-eaaae3e0f37f,Maria Cebotari,Feminin,85,65+,Moldovean,Română,Ortodox,Văduv,Profesional/Tehnic,,Pensionar (fost: contabil),,retired,Strășeni,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
b4d75281-3c2c-4169-a0b4-b2eba954a00d,Petru Balan,Masculin,37,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Îngrijitor,Servicii,homemaker,Edineț,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
7a696e58-e4b3-469e-8fbb-1532dd6da7e6,Raisa Rusu,Feminin,37,35-44,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Agricultor,Agricultură,homemaker,Cantemir,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
3a84533c-ea31-46a5-a206-c3c6f68995bb,Elena Ciobanu,Feminin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Arhitect,Servicii,homemaker,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
f6fe040e-812e-41c4-b80b-c1fc64d9ba3d,Liudmila Cercheș,Feminin,72,65+,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Pensionar (fost: inginer),,retired,Edineț,Mun. Bălți,Nord,Rural,Moldova,,,,,,,,,,,,,2024
38295035-5259-44ee-a750-9b44a9f8adf9,Iuliana Rusu,Feminin,29,25-34,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Învățător,Agricultură,employed,Cantemir,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
507d4ea2-93f9-4ea3-b4dc-f696e4dbe1fa,Maria Cercheș,Feminin,57,55-64,Moldovean,Română,Ortodox,Divorțat,Liceal,,Muncitor agricol,Agricultură,employed,Criuleni,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
51a2d29c-25df-43a8-90bf-9b5d8f88bdf5,Olha Yatsenko,Feminin,62,55-64,Ucrainean,Ucraineană,Ortodox,Văduv,Gimnazial,,Învățător,Servicii,retired,Soroca,Dondușeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
714efe19-2275-4c4f-8a5e-e986df09d0fb,Veronica Sirbu,Feminin,61,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Asistent medical,Agricultură,employed,Criuleni,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
27a55cc1-8608-4fb7-8300-41177b9322d6,Liudmila Rusu,Feminin,63,55-64,Moldovean,Română,Ortodox,Văduv,Primar,,Lăcătuș,Servicii,employed,Basarabeasca,Cantemir,Sud,Rural,Moldova,,,,,,,,,,,,,2024
bda60c2d-ee50-4b66-bb37-d6f89b07e6a5,Dumitru Cojocaru,Masculin,80,65+,Moldovean,Română,Ortodox,Căsătorit,Primar,,Pensionar (fost: medic),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
253eefc6-5988-42a3-b803-d58782e5bf7a,Vladimir Balan,Masculin,56,55-64,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Muncitor necalificat,Servicii,employed,Florești,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
be10508c-61d7-41b8-97a8-fd359325ab94,Patricia Dumitrescu,Feminin,52,45-54,Român,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Secretar,Servicii,employed,Soroca,Edineț,Nord,Rural,Moldova,,,,,,,,,,,,,2024
d3d37ffc-3aca-4aa7-b745-bde35af4c004,Zinaida Rusu,Feminin,22,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Învățător,Agricultură,other_inactive,Dondușeni,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
dba7726a-e778-4299-add2-a6e892fa04cc,Galina Ivanov,Feminin,70,65+,Rus,Rusă,Ortodox,Căsătorit,Profesional/Tehnic,,Pensionar (fost: profesor),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
db285b4f-dfda-4328-a60d-b9c7e29d1cc9,Oleg Sirbu,Masculin,18,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Asistent social,Industrie,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
2e1683ee-618b-4100-8518-f2c3ea97ae78,Andrei Cojocaru,Masculin,37,35-44,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Paznic,Servicii,employed,Telenești,Dubăsari,Centru,Rural,Moldova,,,,,,,,,,,,,2024
6a752dea-af5d-4eb1-b439-8467ef62c57b,Valentina Ciobanu,Feminin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Agricultor,Servicii,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
74e85d4e-2825-40f8-80e9-2955754adbf2,Vladimir Munteanu,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Psiholog,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
ace392ea-31a0-41d6-b39c-5516e9542d68,Alexei Munteanu,Masculin,36,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Economie/Finanțe,Avocat,Servicii,employed,Cimișlia,Leova,Sud,Urban,Moldova,,,,,,,,,,,,,2024
d8a5753f-ba09-4fb6-8263-76e4a3b79d8a,Vasile Sirbu,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Agricultură,Muncitor necalificat,Servicii,employed,Nisporeni,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
33686e35-5e02-4fe4-9073-8c8bef04c3ce,Oleh Lysenko,Masculin,20,15-24,Ucrainean,Ucraineană,Ortodox,Necăsătorit,Superior (Licență/Master),Arte/Umanistice,Student,Educație,student,Fălești,Florești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
91e4a6f4-b5c0-4757-b5b2-d97723a6d421,Elena Cercheș,Feminin,31,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Vânzător,Servicii,employed,Taraclia,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
